source_filename,Agreement Name,Agreement Type,Agreement Date,Agreement Date Conformed,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Term,Term Conformed,Renewal Term,Renewal Term Conformed, Recurring Monthly Charges , Nonrecurring Charges ,Connection Services,Professional Services,Equipment,Locations,Contract Type,Agreement_Name,Agreement_Type,Agreement_Date,Agreement_Date_Conformed,Party1_Name,Party1_Role,Party2_Name,Party2_Role,Term_Conformed,Renewal_Term,Renewal_Term_Conformed,Recurring_Monthly_Charges,Nonrecurring_Charges,Connection_Services,Professional_Services,Notes,Amendment,CA_Number,Pilot BTN,descriptive_text,Document Title,Contact Names,Clauses,Provider,Customer,Amendments,Comments,Additional Notes,Changes
20171669231494_Comcast_Business_EDI_Move_Renewal_partially_executed_11182022.pdf,Comcast Enterprise Services Sales Order Form,Order,18-Nov-22,11/18/2022,Comcast,Provider,Select Medical Corporation,Customer,48,48,,, $540.05 , $199.00 ,"['EDI - Network Interface - 10/100', 'EDI - Bandwidth', 'IPv4 Static Address Block /29 (6)', 'IPv6 Static Address Block /48 (65,536)']",[],[],"['37 S WHITE HORSE PIKE STRATFORD, NJ 08084', '4050 S 26TH ST PHILADELPHIA, PA 19112', '1700 Union Ave STE B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670272159_Windstream - AZ_partially executed 12052022.pdf,AMENDMENT TO WINDSTREAM AGREEMENT,Amendment,5-Dec-22,12/5/2022,Windstream,Provider,Select Medical Corporation,Customer,36 Months,36,,, $700.00 , $-   ,"['Ethernet Access - 100 Mb', 'Internet Service - 100 Mb', 'MPLS VPN Service - 100 Mb Intrastate', 'IP Blocks LAN - /30 - Block of 4 IPs']",[],[],"['5301 E GRANT RD, TUCSON, AZ 85712-2805']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171669920884_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_12-1-2022.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,12/1/2022,12/1/2022,"Comcast Cable Communications Management, LLC",Provider,Select Medical Corporation,Customer,Month to Month,,,, $169.90 , $129.95 ,['Business Internet Standard'],[],['Modem'],"['550 Peachtree St NE, 200, Atlanta, Georgia 30308', 'PO BOX 730, BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670281916_Select Medical - AZ Counter Signed 12052022.pdf,AMENDMENT TO WINDSTREAM AGREEMENT,Addendum,5-Dec-22,12/5/2022,WINDSTREAM,Provider,Select Medical Corporation,Customer,36 Months,36,,, $700.00 , $-   ,"['Ethernet Access - 100 Mb', 'Internet Service - 100 Mb', 'MPLS VPN Service - 100 Mb Intrastate', 'IP Blocks LAN - /30 - Block of 4 IPs']",[],[],"['5301 E GRANT RD, TUCSON, AZ 85712-2805']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171669930064_Scan221201151708-0001 - signed.pdf,Order Form (124),Order,12/1/2022,12/1/2022,Jackson Energy Authority,Provider,Select Medical Corporation,Customer,month to month,,,, $70.00 , $-   ,"['Local Telephone Service Plans (12C_POTS)', 'Main Line and 4 Rollover lines with Caller ID', '2 Dedicated Fax Lines', 'Elevator Line', 'Local PRI Service Plans (12C_PRI)', 'Full PRI (1D Channel & 23 B Channels)', 'Fractional PRI (1 D Channel & 12 B Channels)', 'DID Blocks', 'T1 VoiceTrunks (2C)', 'Trunks', 'DID Blocks (20)', 'Voicemail (12C)', 'Directory Listings (12D)', 'Long Distance (12C)', 'JEA Long Distance - $0.05 per minute', 'Nationwide Long Distance Package (OneLink Only)', 'Toll Free (12G or 12H)', 'JEA Toll Free - $0.05 per minute', 'JEA Toll Free - monthly recurring', 'JEA Toll Free - vanity request - block of 20', 'PAC Codes (12J)', 'JEA Project Account Codes - per account', 'Internet', 'Bandwidth Speed 250M/250M']",[],[],['620 Skyline 5th Floor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670359178_Frontier Order Form_w SMC.pdf,Agent Order Form,Order,12/6/2022,12/6/2022,Frontier,Provider,Select Medical Corporatic,Customer,MTM,,,, $54.99 , $-   ,['Shared fiber 500M/500M Dynamic'],[],[],"['PO BOX 730 Brooklandville, MD 21022', '951 S. Westlake Blvd Westlake Village, CA 91361']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670339619_LumenPDF-4.pdf,Master Service Agreement,Master Service Agreement,12/6/2022,12/6/2022,Lumen Technologies Group,Provider,SELECT MEDICAL CORPORATION,Customer,24 Months,24,,, $135.00 , $-   ,['Fiber+ Internet'],[],['Lumen Provided Device'],"['5301 E GRANT RD, TUCSON, ARIZONA 85712 USA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171669222547_2022 Ten4_Phone Service Proposal_signed 11.21.22.pdf,TEN4 SERVICES AGREEMENT,Agreement,11/23/2022,11/23/2022,"Distributputing, Inc. dba Ten4",Provider,"Oyster Recovery Partnership, Inc.",Customer,thirty-six (36) months,36,month-to-month,1, $417.15 , $284.95 ,"['Hosted Voice Services', 'Teams Integration', 'Business Mobility Seat', 'Virtual Fax', 'Unlimited Inbound Calling', 'Unlimited Outbound Calling', 'Caller ID Number', 'E911', 'Call Waiting', 'Hold', 'Transfer', 'Call Forward', 'Do Not Disturb', 'Offline Automatic Emergency Routing', 'Barge In', 'Find Me / Follow Me Routing', 'Direct Call Pickup', 'Listen Live', 'Inbound Call Blocking', 'Caller ID Routing', 'Outbound Number Blocking', 'Conference (3 party)', 'Park', 'Busy Lamp', 'Redial', 'Speed-Dial', 'Intercom', 'Music on Hold', 'Voice Mailbox', 'Message Waiting Indicator', 'Multiple Voicemail Greeting', 'Voicemail to Email', 'Voicemail to SMS/Cell', 'Direct Dial Number', 'Call Path', 'Automated Attendant', 'Dial by Name Directory', 'Dial by Number', 'Time of Day Routing', 'Holiday Routing', 'Ring Groups', 'General Mailbox', 'User Portal Access', 'Admin Portal Access', 'Extension Call History', 'System Call History', 'CoreNexa Mobile App (iOS/Android)', 'Virtual Attendant', 'Collaboration Pro', 'PC/Mac Softphone', 'Video Meeting with Screenshare', 'Messaging/Chat', 'Manage Voicemail', 'Presence', 'Voicemail Transcript', 'Premium Call Recording', 'Toll Free Number', 'Fax Support', 'Meet-Me Conference Calling (Audio Only)', 'International Calling']","['Billing aggregation', 'Support services']",['Rock-solid hardware'],"['1805A Virginia Street, Annapolis, MD 21401']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670363275_SLA - Business Fiber Premium.pdf,BUSINESS FIBER PREMIUM SERVICE ONLY,Addendum,the same date,,MetroNet,Provider,Customer,Customer,,,,,,,['Fiber Service'],[],['MetroNet equipment'],[],Service Level Agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670446733_MoveService Upgrade (Century) Jacksonville FL_fully exectued 12072022pdf.pdf,MoveService Upgrade (Century) Jacksonville FL,Service Form,7-Dec-22,12/7/2022,Comcast Business,Provider,Select Medical Corporation,Customer,,,,,,,"['Business Internet', 'SmartOffice', 'Business TV', 'Business Voice', 'Business VoiceEdge™™/PRI/ SIP']",[],[],"['8101 Southside Boulevard, Suite 9, Jacksonville, FL 32256']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670437503_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_12-7-2022.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,12/7/2022,12/7/2022,Comcast,Provider,Select Medical Corporation,Customer,Month to Month,,,, $169.90 , $99.95 ,['Business Internet Standard'],[],['Modem'],"['8380 Colesville Rd SUITE 400 Silver Spring, Maryland 20910', 'PO BOX 730 BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670447348_ACC - Santa Clara_partially executed 12072022.pdf,ACC Business Multi-Service Agreement,Multi-Service Agreement,7-Dec-22,12/7/2022,AT&T Corp. d/b/a ACC Business,Provider,Concentra Health Services Inc,Customer,2 Years,24,,, $581.00 , $-   ,"['Ethernet 50 Mbps', 'ADI']",[],[],"['2737 Walsh Ave\n0\nSanta Clara, CA 95051', 'PO BOX 730\nBrooklandville, MD 21022', '400 West Avenue\nRochester, NY 14611']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670449353_Verizon H79071-00 - TsCs+Pricing_partially executed 12072022.pdf,U.S. Services Agreement,Master Service Order Form,7-Dec-22,12/7/2022,Verizon Business Network Services LLC,Provider,SELECT MEDICAL CORPORATION,Customer,36 Months,36,,, $454.74 , $-   ,"['Local Access', 'Internet Port']",[],[],"['4714 GETTYSBURG RD MECHANICSBURG, PA 17055-4325 USA', 'One Verizon Way Basking Ridge, NJ 07920 USA', 'PO BOX 730 BROOKLANDVILLE, MD 21022-0730 USA', '10000 Park Meadows Drive Lone Tree, CO 80124', '2103 MOUNT HOLLY RD, BURLINGTON, NJ 08016-4157, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670513016_Verizon - Carson Street Pittsburgh_partially signed 12082022.pdf,U.S. Services Agreement,Master Service Order Form,8-Dec-22,12/8/2022,Verizon Business Network Services LLC,Provider,"CONCENTRA HEALTH SERVICES, INC.",Customer,36 Months,36,Service Commitment is subject to auto-renewal (unless customer opts out via Verizon Enterprise Center online portal) pursuant to customer's Agreement.,, $454.74 , $-   ,"['Local Access - Op/App Performance: Gold / Silver - 50 Mbps - UNI Speed: 100 Mbps (FastE) - TPV UNI Speed: 100 Mbps (FastE)', 'Internet Port - Tiered - 50 Mbps - United States of America']",[],[],"['1600 W CARSON ST, STE 200, PITTSBURGH, PA 15219, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670525256_Comcast - SL Int'l Airport_partially executed 12082022.pdf,COMCAST ENTERPRISE SERVICES SALES ORDER FORM,Order,8-Dec-22,12/8/2022,Comcast,Provider,Select Medical Corporation,Customer,36 MONTHS,36,,, $400.05 , $199.00 ,"['EDI - Network Interface - Gig E', 'EDI - Bandwidth']",[],[],"['4051 W TERMINAL DR, Salt Lake City, UT 84116', 'PO BOX 730, Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670597124_Select Medical Corporation Nicholasville Revised- Metronet Service Agreement.pdf,Business Services Agreement,Business Services Agreement,12/8/2022,12/8/2022,"Metro Fibernet, LLC d/b/a MetroNet",Provider,Select Medical Corporation,Customer,36 Month,36,,, $250.00 , $-   ,['Business Fiber - Premium Internet with 1 Static IP Address(es)'],[],['Router'],"['174-B Bellerive Plaza, Nicholasville KY 40356', 'PO Box 730, Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670618341_LumenPDF-4.pdf,MQ-140859,Order,12/9/2022,12/9/2022,"CenturyLink Communications, LLC d/b/a Lumen Technologies Group",Provider,SELECT MEDICAL CORPORATION,Customer,24 Months,24,,, $135.00 , $99.00 ,['Fiber+ Internet'],[],"['Lumen Provided Device', 'Private LAN IPS']","['2695 N CRAYCROFT RD, TUCSON, ARIZONA 85712 USA']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670609033_sTen4 for 4051 West Terminal Dr-EDI and HFC 20M-50M SOA 23002220 COUNTER SIGNATURE.pdf,SE SERVICES SALES ORDER FORM,Order,12/8/2022,12/8/2022,Comcast,Provider,Select Medical Corporation,Customer,36,36,,, $400.05 , $199.00 ,"['EDI - Network Interface - Gig E', 'EDI - Bandwidth']",[],[],"['4051 W TERMINAL DR Salt Lake City, ut 84116', 'PO BOX 730 Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670869564_Spectrum Dallas Landry - Upgrade from 30 to 50 MB_partially executed 12122022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,12-Dec-22,12/12/2022,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,COTERM,,,, $549.00 , $549.00 ,['Fiber Internet Access'],[],[],"['411 N Washington Ave STE 4000 Dallas, TX 75246']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670859052_kpeltz_Innovative Business Solutions_BETH SPEER_comcast_packages_12-12-2022.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,12/12/2022,12/12/2022,Comcast,Provider,Select Medical Corporation,Customer,Month to Month,,,, $169.90 , $99.95 ,"['Business Internet', 'Business Internet Standard']",[],['Equipment - Modem'],"['4718 Gettysburg Rd Mechanicsburg, Pennsylvania 17055', 'PO BOX 730 BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670623611_665135-CONCENTRA HEALTH SERVICES INC PS160 LOA.pdf,AT&T DEDICATED INTERNET SERVICE PRICING SCHEDULE,Pricing Schedule,17-Nov-22,11/17/2022,ACC Business,Provider,Concentra Health Services Inc,Customer,2 Years,24,,, $581.00 , $-   ,['Ethernet 50 Mbps'],[],[],"['1901 Monterey Rd\nSuite 10\nSan Jose, CA 95112']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670871038_ACC Business - Concentra Arlington TX_partially executed 12122022.pdf,ACC Business Multi-Service Agreement,Multi-Service Agreement,12-Dec-22,12/12/2022,AT&T Corp. d/b/a ACC Business,Provider,Concentra Health Services Inc,Customer,2 Years,24,,, $448.00 , $-   ,"['Ethernet Port 10 Mbps', 'Ethernet Interface 10 Mbps']",[],[],"['511 E. I-20, Arlington, TX 76018', 'PO BOX 730, Brooklandville, MD 21022', '400 West Avenue, Rochester, NY 14611']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670856058_ACC Business - Concentra - Milpitas Abbott _partially executed 12092022.pdf,ACC Business Multi-Service Agreement,Master Service Agreement,9-Dec-22,12/9/2022,AT&T Corp. d/b/a ACC Business,Provider,Concentra Health Services Inc,Customer,2 Years,24,,, $581.00 , $-   ,"['Ethernet Port 50 Mbps', 'Ethernet 50 Mbps']",[],[],"['315 S. Abbott Ave Milpitas, CA 95035', 'PO BOX 730 Brooklandville, MD 21022', '400 West Avenue Rochester, NY 14611']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671031984_Lumen - Dignity start up Las Vegas_fully executed 12142022.pdf,Dedicated Internet Access,Order,14-Dec-22,12/14/2022,Lumen Technologies Group,Provider,Select Medical Corp.,Customer,60,60,,, $350.00 , $-   ,"['Dedicated Internet Access', 'Access - On Net', 'Bandwidth = Fast E - Ethernet Switched Access (1-100)', 'Access Sub Bandwidth=50 Mbps', 'IP Port', 'IP Logical']",[],[],['7399 S JONES BLVD LAS VEGAS NEVADA 89139 0507 UNITED STATES'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671208329_Spectrum Dallas Landry - Upgrade from 30 to 50 MB_cs12122022.pdf,Spectrum Dallas Landry - Upgrade from 30 to 50 MB,Service Order,12/16/2022,12/16/2022,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,COTERM,,,, $549.00 ,,['Fiber Internet Access'],[],[],"['411 N Washington Ave STE 4000 Dallas, TX 75246']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171670943454_665808-CONCENTRA HEALTH SERVICES INC PS160 LOA.pdf,ACC PS160,Pricing Schedule,12/12/2022,12/12/2022,ACC Business,Provider,Concentra Health Services Inc,Customer,2 Years,24,,, $581.00 , $-   ,"['Ethernet 50 Mbps', 'Hi-Cap Ethernet MBC']",[],[],"['2737 Walsh Ave Santa Clara, CA 95051', 'PO BOX 730 Brooklandville, MD 21022', '45 W Sego Lily, Sandy Ut 84070', '1700 Union Ave., Suite B Baltimore, Maryland 21211', '400 West Avenue, Rochester, NY 14611-2538']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671123528_J79747-00-Concentra CS.pdf,U.S. Services Agreement,Master Service Order Form,12/8/2022,12/8/2022,Verizon Business Network Services LLC,Provider,"CONCENTRA HEALTH SERVICES, INC.",Customer,36 Months,36,,, $454.74 , $-   ,"['Access +', 'Internet Dedicated +']",[],[],"['1600 W CARSON ST, STE 200, PITTSBURGH, PA 15219, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671632808_Spectrum - N Collins Blvd._partially executed 12202022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,20-Dec-22,12/20/2022,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,36,36,,, $379.00 ,,['FIBER INTERNET ACCESS'],[],[],"['1740 N Collins Blvd, 100, Richardson, TX 75080', 'PO Box 730, Brooklandville, MD 21022', '12405 Powerscourt Drive, St. Louis, MO 63131']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671477152_kpeltz_Innovative Business Solutions_ZANE GEE _comcast_packages_12-19-2022.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,12/19/2022,12/19/2022,"Comcast Cable Communications Management, LLC",Provider,Saco Bay Orthopedic and Sports PT 41423,Customer,Month to Month,,,, $214.85 , $99.95 ,"['Business Internet', 'Business Voice', 'Mobility Lines']",[],['Modem'],"['547 Amherst St, 105A, Nashua, New Hampshire 03063', 'PO BOX 730, BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672243972_Lumen R164807-12-01_fully executed 12282022[74].pdf,Renewal Order Form,Order,28-Dec-22,12/28/2022,Lumen Technologies Group,Provider,Select Medical Corp.,Customer,,,,," $4,243.59 ",,"['Transport Connection 10GigE', 'Access Local 10GigE']",[],"['Wavelengths', 'Wavelengths', 'Wavelengths']","['15814 MIDWAY ROAD, ADDISON, TX, UNITED STATES, 75001', '299 LONG MEADOW ROAD, TUXEDO PARK, NY, UNITED STATES, 10987']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672257699_EQUIPMENT FORM.pdf,ACKNOWLEDGEMENT BY CUSTOMER OF RECIEPT OF EQUIPMENT,Acknowledgement,12/28/2022,12/28/2022,Brandenburg Communications,Provider,Kristina Snyder,Customer,,,,,,,[],[],"['Set Top Box(es)', 'Remote(s)', 'Optical Network Terminal', 'Battery Backup', 'Remote Modules', 'Power Supply Cord(s)', 'Giga Center/Router', 'Modem(s)']",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672257686_Service Info Wiring  Maintenance Options.pdf,"SERVICE INFORMATION, WIRING AND MAINTENANCE OPTIONS",Service Agreement,12/28/2022,12/28/2022,Brandenburg Communications (BC),Provider,,Customer,,,,,,,"['Digital Video', 'Broadband', 'DSL']",[],"['set top box', 'Remote Module', 'signal transmitter', 'receiver']",[],,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,
20171672150929_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_12-21-2022.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,12/27/2022,12/27/2022,"Comcast Cable Communications Management, LLC",Provider,Select Medical Corporation,Customer,Month to Month,,,, $214.85 , $129.95 ,"['Business Internet Standard', 'Business Voice Mobility Lines']",[],"['Modem', 'Mobility Lines']","['2617 16th St suite 12 Bedford, Indiana 47421', 'PO BOX 730 BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671572579_kpeltz_Innovative Business Solutions_TORI LOMBARDI _comcast_packages_12-20-2022.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,12/20/2022,12/20/2022,"Comcast Cable Communications Management, LLC",Provider,Select Medical Corporation,Customer,Month to Month,,,, $214.85 , $129.95 ,"['Business Internet Standard', 'Business Voice Mobility Lines']",[],"['Modem', 'Mobility Lines']","['5570 Pebble Village Lane\n300\nNoblesville, Indiana 46062', 'PO BOX 730\nBROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672257672_BTLLC BUSINESS APPLICATION FIBER.pdf,APPLICATION FOR BUSINESS SERVICE – FIBER,Application,12/28/2022,12/28/2022,Brandenburg Telecom LLC,Provider,Select Medical Corporation,Customer,,,,,,,"['Fiber Optic Technology', 'Phone Systems', 'Free Estimates', 'Surveillance', 'Managed WiFi', 'Email & Voice Mail', 'Layer 1 Networking', 'Business Bronze 25/25 Meg', 'Business Silver 50/50 Meg', 'X Business Gold 100/100 Meg', 'Blast Wi-Fi', 'Indoor Access Point', 'Outdoor Access Point', 'Static IP Address', 'Basic Business Rate', 'Preferred Business Phone Package', 'Non-Published (Monthly Fee)', 'Retain Directory Listing (No Monthly Fee)', 'New Directory Listing (No Monthly Fee)', 'Long Distance Service']","['On-Demand Conference Bridging', '24-Hour Tech Support', 'Local Employees', 'Alarm Systems', 'VoIP Systems', 'Usage Reports', 'Static IP Addresses', 'Professional Installation']",[],"['2618 Ring Road, Elizabethtown, KY 42701', 'PO BOX 730, Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671646670_665839-CONCENTRA HEALTH SERVICES INC PS160 LOA.pdf,ACC_ADI_Single_Site_Ethernet_AOW,Pricing Schedule,12/20/2022,12/20/2022,ACC Business,Provider,Concentra Health Services Inc,Customer,2 Years,24,,, $448.00 , $-   ,"['Ethernet Port', 'Local Access', 'Domain Name']",[],[],"['511 Ε. 1-20 Arlington, TX 76018', 'PO BOX 730 Brooklandville, MD 21022', '45 W sego Lily, Sandy, UT 8470', '1700 Union Ave., Suite B Baltimore, Maryland 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672257723_12 Mo Bus Fiber Speed contract-BTLLC - All speeds.pdf,Business Fiber Speeds,Contract,12/28/2022,12/28/2022,BRANDENBURG TELECOM LLC,Provider,Select Medical Corporation,Customer,12 months,12,,, $129.95 ,,"['25meg/25meg', '50meg/50meg', '100meg/100meg', '250meg/250meg', '1GIG/1GIG']","['Prioritized Internet Traffic', '24 Hour Service', 'Internet Reports']",[],"['2840 Leitchfield Rd\nPO Box 1147\nElizabethtown, KY 42702']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171671461400_cv.JSContractView24.pdf,U.S. Services Agreement,Master Service Agreement,12/16/2022,12/16/2022,Verizon Business Network Services LLC,Provider,SELECT MEDICAL CORPORATION,Customer,36 Months,36,36 Months,36, $454.74 , $-   ,"['Access (Interstate)', 'Internet Dedicated']",[],[],"['4714 GETTYSBURG RD MECHANICSBURG, PA 17055-4325 USA', 'One Verizon Way Basking Ridge, NJ 07920 USA', 'PO BOX 730 BROOKLANDVILLE, MD 21022-0730 USA', '10000 Park Meadows Drive Lone Tree, CO 80124', '2103 MOUNT HOLLY RD, BURLINGTON, NJ 08016-4157, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672258474_Spectrum - N Collins Blvd._fully executed 12202022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,12/28/2022,12/28/2022,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,36,36,,, $379.00 ,,['FIBER INTERNET ACCESS'],[],[],"['1740 N Collins Blvd, 100, Richardson, TX 75080', 'PO Box 730, Brooklandville, MD 21022', '12405 Powerscourt Drive, St. Louis, MO 63131']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672332235_Saco Bay Fryeburg ME - Fiber Contract Needed_partially executed 12292022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,29-Dec-22,12/29/2022,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,36mo,36,,, $349.00 ,,"['Fiber or Coax', 'Fiber Internet Access']",[],[],"['568 Main Street Fryeburg, ME 04037', 'PO BOX 730 Brooklandville, MD 21022', '12405 Powerscourt Drive St. Louis, MO 63131']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672332608_41386 - Saco Bay Conway NH - Fiber Contract_partially executed 12292022.pdf,41386 - Saco Bay Conway NH - Fiber Contract,Business Services Agreement,29-Dec-22,12/29/2022,Consolidated Communications,Provider,Select Medical Corporation,Customer,36 months,36,month-to-month,, $389.15 , $-   ,"['CES/MPLS', 'Port and Access', 'EDIA EVC']",[],[],"['37 Main St\nConway, NH 03818', '730 Center St\nAuburn, Maine, 04210']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672930962_Verizon - CPNI - Cox Circuit Contract for Inova_fully executed 01052023.pdf,Sales Authorization and CPNI Consent Form,Consent Form,5-Jan-23,1/5/2023,Verizon,Provider,Select Medical Corporation,Customer,,,,,,,['telecommunications and interconnected VoIP services'],[],[],"['4714 GETTYSBURG RD MECHANICSBURG, PA 17055']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672933225_Windstream RUSH _ Fixed wireless quote w buildout Clause_partially executed 12282022.pdf,AMENDMENT TO WINDSTREAM AGREEMENT,Addendum,28-Dec-22,12/28/2022,WINDSTREAM and its affiliates,Provider,Select Medical Corporation,Customer,36 Months,36,,, $850.00 , $-   ,"['Ethernet Access - 100 Mb', 'Internet Service - 100 Mb', 'IP Blocks LAN - /30 - Block of 4 IPs']",[],[],"['513 S LOOMIS ST, CHICAGO, IL 60607-']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672414595_Pull A Part LLC - ACC Docs.pdf,ACC Business Multi-Service Agreement,Multi-Service Agreement,12/30/2022,12/30/2022,AT&T Corp. d/b/a ACC Business,Provider,Pull A Part LLC,Customer,2 Years,24,,, $775.00 , $-   ,['AT&T Dedicated Internet Service'],[],[],"['4473 Tilly Mill Rd Doraville, GA 30360', '1157 Jetstream Dr Orlando, FL 32824', '400 West Avenue Rochester, NY 14611']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672776520_select medical counterSigned-41386 - Saco Bay Conway NH - Fiber Contract_partially executed 12292022 (1).pdf,Business Services Agreement,Business Services Agreement,29-Dec-22,12/29/2022,Consolidated Communications,Provider,Select Medical Corporation,Customer,36 months,36,month-to-month,, $389.15 , $-   ,"['CES/MPLS', 'Port and Access', 'EDIA EVC']",[],[],"['37 Main St\nConway, NH 03818', '730 Center St\nAuburn, Maine, 04210']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672930941_Verizon  USSA Master SOF-TsCs- Cox Circuit Contract for Inova_partially executed 01052023.pdf,U.S. Services Agreement,Master Service Order Form,5-Jan-23,1/5/2023,Verizon Business Network Services LLC,Provider,SELECT MEDICAL CORPORATION,Customer,36 Months,36,,, $454.74 , $-   ,"['Access (Interstate) / Access +', 'Internet Dedicated / Internet Dedicated +']",[],[],"['4714 GETTYSBURG RD MECHANICSBURG, PA 17055-4325 USA', 'One Verizon Way Basking Ridge, NJ 07920 USA', 'PO BOX 730 BROOKLANDVILLE, MD 21022-0730 USA', '10000 Park Meadows Drive Lone Tree, CO 80124', '2501 PARKERS LN, ALEXANDRIA, VA 22306-3209, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672333122_Saco Bay - Glen NH - Fiber Contract_partially executed 12292022.pdf,Business Services Agreement,Business Services Agreement,29-Dec-22,12/29/2022,Consolidated Communications,Provider,Select Mecical Corporation,Customer,36 months,36,month-to-month,, $298.10 , $-   ,"['CES/MPLS', 'Port and Access', 'EDIA EVC']",[],[],"['15 US Rte 302, Suite 2\nGlen, NH 03838', 'PO BOX 730, Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171672943238_Saco Bay Fryeburg ME - Fiber Contract Needed_partially executed 12292022.pdf,Spectrum Enterprise Service Agreement,Service Agreement,1/5/2023,1/5/2023,"Charter Communications Operating, LLC",Provider,Select Medical Corporation,Customer,36mo,36,,, $349.00 ,,['Fiber Internet Access'],[],[],"['568 Main Street Fryeburg, ME 04037', 'PO BOX 730 Brooklandville, MD 21022', '12405 Powerscourt Drive St. Louis, MO 63131']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
